nr,certificate_number,registration_date,name,administrator,location,county
771,838,2018-04-12,Baraj Taut - Minisel - Vasoaia,Consiliul Judetean Arad,Muntii Zarand,Arad
772,839,2018-04-12,Baraj Taut - Nadas - Salasele Nadasului - Debela Gora,Consiliul Judetean Arad,Muntii Zarand,Arad
773,840,2018-04-12,Halta Nadas - Valea Nadasului - Debela Gora,Consiliul Judetean Arad,Muntii Zarand,Arad
774,841,2018-04-12,Barzava - Creasta Principala a Muntilor Zarand - Sub Varful Cioaca Popii,Consiliul Judetean Arad,Muntii Zarand,Arad
775,842,2018-04-12,Barzava - Creasta Principala a Muntilor Zarand - Sub Varful Concesti,Consiliul Judetean Arad,Muntii Zarand,Arad
776,843,2018-04-12,Barzava - Creasta Principala a Muntilor Zarand - Vasoaia,Consiliul Judetean Arad,Muntii Zarand,Arad
777,844,2018-04-12,Circuitul Salaselor Taranesti,Consiliul Judetean Arad,Muntii Zarand,Arad
778,845,2018-04-12,Km 0 Creasta Principala a Muntilor Zarand - Varful Ianas - Varful Cucuietu - Varful Omeag - Varful Tufari,Consiliul Judetean Arad,Muntii Zarand,Arad
779,846,2018-04-12,Moneasa - Ruinele Cuptorului de Topit Fier - Cariera de Marmura,Consiliul Judetean Arad,Muntii Codru-Moma,Arad
780,847,2018-05-14,Bulz - Munteni - Remeti - Dealul Caprei - Floroiu - Varful Pin - Varful Scoroset - Dealul Mare - Catunul Fanesti - Valea Saracel - Bulz,Consiliul Judetean Bihor,Muntii Padurea Craiului,Bihor
781,848,2018-12-05,Lacul Gura Apei - Culmea Zlata - Varful Zlata - Platoul Rades - Zlata - Lacul Zanoaga - Tau Rasucit - Culmea Slaveiu - Lacul Bucura,Consiliul Judetean Hunedoara,Muntii Retezat,Hunedoara
782,849,2018-12-05,Lacul Gura Apei - Culmea Branu - Refugiul Branu - Varful Gugu - Varful Moraru - Saua Matului - Plaiul Bulgului - Paraul Iovanu - Lacul lui Iovan,Consiliul Judetean Hunedoara,Muntii Retezat si Muntii Godeanu,Hunedoara
783,850,2018-12-05,Centrul de informare turistica Hunedoara - Castelul Corvinilor - Taul Teliucului - Lacul Cincis - Toplita - Hasdau - Bolta Apei - Cheile Cernei - Lunca Cernii - Gura Bordului - Rusca Montana - Voislova - Otelu Rosu,Consiliul Judetean Hunedoara,Muntii Poiana Rusca,Hunedoara
784,851,2018-12-05,Centrul de informare turistica Hunedoara - Castelul Corvinilor - Taul Teliucului - Barajul Cincis - Pensiunea Panorama Ghelari - Casa Muzeu Dragan Muntean - Poienita Voinii - Bunila - Vadu Dobrii - Poiana Crivina - Varful Rusca,Consiliul Judetean Hunedoara,Muntii Poiana Rusca,Hunedoara
785,852,2018-12-05,Centrul de informare turistica Hunedoara - Castelul Corvinilor - Taul Teliucului - Barajul Cincis - Centrala Hidroelectrica Catanas - Furnalul Govajdia - Craciuneasa - Cerisor - Lelese - Runcu Mare - Vadu Dobrii - Roscani - Dobra,Consiliul Judetean Hunedoara,Muntii Poiana Rusca,Hunedoara
786,853,2018-12-05,Situl la Scoaba - Dealul Gomodiu - Dealul Ciurila - Dealul Sareanu - Valea Sibiselului - Gaterul de apa - Casa Pietrelor - Ohaba - Sibisel - Valtoare - Moara de apa - Muzeul Satesc Ohaba - Sibisel - Sibisel - Situl la Scoaba - Sanpetru,Consiliul Judetean Hunedoara,Tara Hategului,Hunedoara
787,854,2018-12-05,Hateg - Dealul Hategului - Padurea Hategului - Cetatea Regala a Hategului - Padurea Hategului - Hateg,Consiliul Judetean Hunedoara,Dealul Hategului,Hunedoara
788,855,2018-12-05,Salasu de Sus - Barastii Hategului - Sacel - Sanpetru - Sibisel - Ohaba Sibisel - Nucsoara - Malaiesti - Salasu de Sus,Consiliul Judetean Hunedoara,Tara Hategului,Hunedoara
789,856,2018-12-05,Sarmizegetusa - Breazova - Pesteaua - Densus - Hatagel - Totesti - Paclisa - Sanpetru - Unciuc - Carnesti - Ostrov - Ostrovu Mic - Clopotiva - Sarmizegetusa,Consiliul Judetean Hunedoara,Muntii Retezat,Hunedoara
790,857,2018-12-05,Sarmizegetusa - Pe langa satul Paucinesti - Cepasului - Valea Hobitei - Hobita - Gradiste - Sarmizegetusa,Consiliul Judetean Hunedoara,Tara Hategului,Hunedoara
791,858,2018-12-05,Hateg - General Berthelot (Unirea) Farcadiu - Tustea - Densus - Hatagel - Totesti - Paclisa - Reea - Nalat Vad - Hateg,Consiliul Judetean Hunedoara,Tara Hategului,Hunedoara
792,859,2018-12-05,Salasu de Sus - Malaiesti - Cetatea Malaiesti - Piatra Matei - Coroiesti - Paros - Zavoi - Salasu de Sus,Consiliul Judetean Hunedoara,Tara Hategului,Hunedoara
793,860,2018-12-05,Sarmizegetusa - Poieni - Valea Criva - Densus - Pesteaua - Breazova - Sarmizegetusa,Consiliul Judetean Hunedoara,Tara Hategului,Hunedoara
794,861,2018-12-05,Rausor - Suseni - Rau de Mori - Brazi - Clopotiva - Sarmizegetusa,Consiliul Judetean Hunedoara,Muntii Retezat,Hunedoara
795,862,2018-12-05,Salasu de Sus - Paros - Coroiesti - Rau Alb - Zavoi - Salasu de Jos - Salasu de Sus,Consiliul Judetean Hunedoara,Tara Hategului,Hunedoara
796,863,2018-12-05,Centrul de vizitare al Parcului National Retezat - Nucsoara - Viaduct Nucsoara - Ohaba Sibisel - Sibisel - Valea Daljii langa barajul Ostrov - Unciuc - Sanpetru - Sibisel - Ohaba - Sibisel - Nucsoara - Centrul de vizitare al Parcului National Retezat,Consiliul Judetean Hunedoara,Tara Hategului,Hunedoara
797,864,2018-12-05,Densus - Rachitova - Valea Stei - Varful Varatecu - Mesteacan - Valioara - Ciula Mare - Densus,Consiliul Judetean Hunedoara,Tara Hategului,Hunedoara
798,865,2018-10-16,Rodna - Varful Fantanele - Varful Capatanii - Varful Paltinis - Varful Saca - Poarta Benes - Varful Corundis - Varful Omului,Consiliul Local al Comunei Rodna,Muntii Rodnei,Bistrita-Nasaud
799,866,2018-10-31,"Circuit ""300 de Scari""",Consiliul Judetean Bacau,Muntii Nemira,Bacau
800,867,2018-10-31,Slanic Moldova - Varful Nemira Mare - Poiana Uzului,Consiliul Judetean Bacau,Muntii Nemira,Bacau
801,868,2018-10-31,Slanic Moldova - La Salarie - Plaiul Ciungetului - Salatruc,Consiliul Judetean Bacau,Muntii Nemira,Bacau
802,869,2018-10-31,Slanic Moldova - Valea Pufu - Varful La Cires - Saua Nemirei,Consiliul Judetean Bacau,Muntii Nemira,Bacau
803,870,2018-10-31,Partia de schi Nemira - Valea Dobru - Parc Slanic Moldova,Consiliul Judetean Bacau,Muntii Nemira,Bacau
804,871,2018-10-31,Plaiul Ciungetului - Varful Nemira Mare,Consiliul Judetean Bacau,Muntii Nemira,Bacau
805,872,2018-10-31,Slanic Moldova - Varful Pipas,Consiliul Judetean Bacau,Muntii Nemira,Bacau
806,873,2018-10-31,Slanic Moldova - Platoul de sub Varful Cerbului,Consiliul Judetean Bacau,Muntii Nemira,Bacau
807,874,2018-10-31,Slanic Moldova - Harja,Consiliul Judetean Bacau,Muntii Nemira,Bacau
808,876,2018-10-16,Borcut Luna Ses - Poiana Boros,Consiliul Judetean Satu Mare,Muntii Gutai,Satu Mare
809,877,2018-10-16,Cabana Boda Osanului - Poiana Boros,Consiliul Judetean Satu Mare,Muntii Gutai,Satu Mare
810,878,2018-11-19,Intersectia spre Valea Conopului - Debela Gora - Intersectia spre Varful Piatra Pacurar,Consiliul Judetean Arad,Muntii Zarand,Arad
811,879,2018-11-19,Muntele Gaina Cruce - Creasta Principala a Muntilor Bihor - Varful Bihor,Consiliul Judetean Arad,Muntii Bihor,Arad
812,880,2018-11-19,Dezna - Ruinele Cetatii Dezna,Consiliul Judetean Arad,Muntii Codru-Moma,Arad
814,881,2018-12-14,Julita (DJ 708) - Gurahont - Varful Drocea,Consiliul Judetean Arad,Muntii Zarand,Arad
815,882,2018-12-14,"Via Transilvanica - Tronsonul VT BN 1 Pasul Gradinita - Sat Lunca Ilvei - Poiana Galan - Traseu ""Drumul Romanilor"" - Baza Tasuleasa",Consiliul Judetean Bistrita-Nasaud,Muntii Bargaului,Bistrita-Nasaud
816,883,2018-12-14,"Via Transilvanica - Tronsonul VT BN 2 Baza Tasuleasa - Traseu turistic ""Drumul Romanilor"" - Valea Lazaroaia - Valea Strajii - Muresenii Bargaului - Poiana ""Brazii Buni"" - Bistrita Bargaului",Consiliul Judetean Bistrita-Nasaud,Muntii Bargaului,Bistrita-Nasaud
817,884,2018-12-14,Via Transilvanica - Tronsonul VT BN 3 Comuna Bistrita Bargaului - Drum forestier Blidireasa - Drum forestier Dealu Negru - Nou - Petris - Orheiul Bistritei,Consiliul Judetean Bistrita-Nasaud,Muntii Calimani si Piemontul Muntilor Caliman,Bistrita-Nasaud
818,885,2018-12-14,Via Transilvanica - Tronsonul VT BN 4 Sat Orheiul Bistritei - Sesul Orheiului - Padurea Magurele - Magurele - Mariselu - Jeica,Consiliul Judetean Bistrita-Nasaud,Piemontul Muntilor Caliman,Bistrita-Nasaud
819,886,2018-12-14,Via Transilvanica - Tronsonul VT BN 5 Sat Jeica - Monor,Consiliul Judetean Bistrita-Nasaud,Piemontul Muntilor Caliman,Bistrita-Nasaud
820,887,2020-09-08,Gol Alpin Pietroasa - Varful Pietroasa,Consiliul Judetean Satu Mare,Muntii Gutai,Satu Mare
821,888,2020-09-08,Varful Pietroasa - Poiana Soci,Consiliul Judetean Satu Mare,Muntii Gutai,Satu Mare
822,889,2020-09-08,Plecare Telescaun Luna Ses - Varful Pietroasa,Consiliul Judetean Satu Mare,Muntii Gutai,Satu Mare
823,891,2020-09-14,Gura Humorului - Varful Toaca - Varful Tocila - Varful Bobeica - Varful Scoruset - Poiana Prislopului,Consiliul Judetean Suceava,Muntii Obcinele Bucovinei,Suceava
824,892,2020-09-14,Poiana Prislopului - Pasul Ciumarna - Putna,Consiliul Judetean Suceava,Muntii Obcinele Bucovinei,Suceava
825,893,2020-09-14,Gura Humorului - Varful Piciorul Inalt - Obcina Cacica - Varful Calugarita - Pasul Plesa,Consiliul Judetean Suceava,Muntii Obcinele Bucovinei,Suceava
826,894,2020-09-14,Plesa - Dealul Plesa - Poiana Fagului - Poiana Tarsiciorului - Poiana Ciungi - Sucevita,Consiliul Judetean Suceava,Muntii Obcinele Bucovinei,Suceava
827,895,2020-09-14,Sucevita - Valea Bercheza - Putna,Consiliul Judetean Suceava,Muntii Obcinele Bucovinei,Suceava
828,896,2020-09-14,Poiana Micului - Poiana Tarsiciori,Consiliul Judetean Suceava,Muntii Obcinele Bucovinei,Suceava
829,897,2020-09-14,Pasul Mestecanis - Varful Mestecanis - Varful Oitei - Dealul Obcina - Poiana Manailei - Schit Botos,Consiliul Judetean Suceava,Muntii Obcinele Bucovinei,Suceava
830,898,2020-09-14,Poiana Manailei - Schit Botos - Varful Obcioara - Varful Lucina - Pasul Carlibaba - Sat Bobeica - Sat Izvoarele Sucevei,Consiliul Judetean Suceava,Muntii Obcinele Bucovinei,Suceava
831,899,2020-09-14,Pasul Boului - Varful Obcina Feredeului - Varful Pietris - Intersectie drum forestier Breaza/Damancusa,Consiliul Judetean Suceava,Muntii Obcinele Bucovinei,Suceava
832,900,2020-09-14,Dragosa - Poiana Marului - Varful Tarsicior - Paraul Soarecu,Consiliul Judetean Suceava,Muntii Obcinele Bucovinei,Suceava
833,901,2020-09-14,Gura Humorului - Obcina Voronetului (Circuit 1),Consiliul Judetean Suceava,Muntii Obcinele Bucovinei,Suceava
834,902,2020-09-14,Gura Humorului - Obcina Voronetului (Circuit 2),Consiliul Judetean Suceava,Muntii Obcinele Bucovinei,Suceava
835,903,2020-09-14,Gura Humorului - Varful Piciorul Inalt - Gura Humorului (Circuit 3),Consiliul Judetean Suceava,Muntii Obcinele Bucovinei,Suceava
836,904,2020-09-14,Manastirea Humorului - Cacica,Consiliul Judetean Suceava,Muntii Obcinele Bucovinei,Suceava
837,905,2020-09-14,Partia Rarau - Hotel Alpin Rarau - Varful Rarau,Consiliul Judetean Suceava,Muntii Rarau,Suceava
838,906,2020-09-14,Pojorata - Obcina Floceasca - Varful Prasca,Consiliul Judetean Suceava,Muntii Rarau,Suceava
839,907,2020-09-14,Sat Valea Putnei - Poiana Scaldatori - Poiana Ciungi - Cabana Giumalau,Consiliul Judetean Suceava,Muntii Giumalau,Suceava
840,908,2020-09-14,Paltinis - Varful Calimanul Cerbului - Varful Calimani Izvor - Statia Meteo Ratitis,Consiliul Judetean Suceava,Muntii Calimani,Suceava
841,909,2020-09-14,Statia Meteo Rasitis - Varful Pietrosu - Saua Tihului - Piciorul Bistriciorului - Varful Stranior,Consiliul Judetean Suceava,Muntii Calimani,Suceava
842,910,2020-09-14,Sarisor - Schit Apa Rece,Consiliul Judetean Suceava,Muntii Calimani,Suceava
843,911,2020-09-14,Exploatarea Calimani - Saua Nicovala,Consiliul Judetean Suceava,Muntii Calimani,Suceava
844,912,2020-09-14,Monumentul de la Gruiu - Poiana Izvoarele,Consiliul Judetean Suceava,Muntii Calimani,Suceava
845,913,2020-09-14,Cozanesti - Paraul Barnarel - Crucea,Consiliul Judetean Suceava,Muntii Bistritei,Suceava
846,914,2020-09-14,Via Transilvanica - Sucevita - Vatra Moldovitei,Consiliul Judetean Suceava,Muntii Obcinele Bucovinei,Suceava
847,915,2020-09-14,Via Transilvanica - Vatra Moldovitei - Fundu Moldovei,Consiliul Judetean Suceava,Muntii Obcinele Bucovinei,Suceava
848,916,2020-09-14,Via Transilvanica - Fundu Moldovei - Pasul Mestecanis,Consiliul Judetean Suceava,Muntii Obcinele Bucovinei,Suceava
849,917,2020-09-14,Via Transilvanica - Poiana Obcinii (sau Poiana Ticseni) - Vatra Dornei - Dorna Candreni,Consiliul Judetean Suceava,Muntii Giumalau,Suceava
850,918,2020-09-14,Via Transilvanica - Dorna Candreni - Poiana Negrii - Poiana Stampei - Gradinita,Consiliul Judetean Suceava,Muntii Suhard,Suceava
851,919,2020-09-14,Neagra Sarului - 12 Apostoli - Poiana Izvoarelor,Consiliul Judetean Suceava,Muntii Calimani,Suceava
852,920,2020-09-14,Poiana Izvoarelor - Saua Negoiu - Varful Ratitis - Varful Calimanul Cerbului - Neagra Sarului,Consiliul Judetean Suceava,Muntii Calimani,Suceava
853,921,2020-09-15,Poiana Negrii - Schit Apa Rece - 12 Apostoli - Gura Haitii - Varful Calimanul Cerbului,Consiliul Judetean Suceava,Muntii Calimani,Suceava
854,922,2020-09-15,Gura Haitii - Poiana Izvoarele - Coada Pietrosului,Consiliul Judetean Suceava,Muntii Calimani,Suceava
855,923,2020-09-15,Gura Haitii - Varful Pietrele Rosii - Varful Tamau - Valea Vorona - Dornisoara,Consiliul Judetean Suceava,Muntii Calimani,Suceava
856,924,2020-09-15,Dornisoara - Izvoarele Dornei - La Troita,Consiliul Judetean Suceava,Muntii Calimani,Suceava
857,925,2020-09-15,Poiana Sesului Muntelui (baza varfului Ousorul) - Schitul Sfanta Cruce pe Paraul Recele,Consiliul Judetean Suceava,Muntii Suhard,Suceava
858,926,2020-09-15,Schitul Sfanta Cruce - Paraul Recele - Varful Icoana - Varful Omu,Consiliul Judetean Suceava,Muntii Suhard,Suceava
859,927,2020-09-15,Vatra Dornei - Poiana Sesul Muntelui (baza Varful Ousorul),Consiliul Judetean Suceava,Muntii Suhard,Suceava
860,928,2020-09-15,Ciocanesti - Paraul Recele - Schitul Sfanta Cruce - Valea Bancului - Podul Cosnei,Consiliul Judetean Suceava,Muntii Suhard,Suceava
861,929,2020-09-15,Poiana Sesul Muntelui - Varful Ousorul,Consiliul Judetean Suceava,Muntii Suhard,Suceava
862,930,2020-09-15,Zugreni - Varful Bogolin - Varful Pietrosul - Poiana Prislopului,Consiliul Judetean Suceava,Muntii Bistritei,Suceava
863,931,2020-09-15,Poiana Prislopului - Poiana Sandru - Varful Busuiocului - Manastirea Piatra Taieturii - Varful Dealul Vanat - Paltinis,Consiliul Judetean Suceava,Muntii Bistritei,Suceava
864,932,2020-09-15,Rusca - Poiana Prislopului - Izvorul Rau,Consiliul Judetean Suceava,Muntii Bistritei,Suceava
865,933,2020-09-15,Vatra Dornei - Poiana Ticseni,Consiliul Judetean Suceava,Muntii Giumalau,Suceava
866,934,2020-09-15,Rusca - Valea Rusca - Cabana Giumalau,Consiliul Judetean Suceava,Muntii Giumalau,Suceava
867,935,2020-09-15,Rusca - Piciorul Rustii - Cabana Giumalau,Consiliul Judetean Suceava,Muntii Giumalau,Suceava
868,936,2020-10-07,Posada - Valea Florei - Varful Doamnele - Varful Piscul Cainelui - Varful Baiul Mare - Culmea Zamora,Consiliul Judetean Prahova,Muntii Baiului,Prahova
869,947,2020-11-12,Armenis (Centru Informare Turistica) - Cascada Urma de Bour,Consiliul Judetean Caras-Severin,Muntii Tarcu,Caras-Severin
870,948,2020-11-12,Armenis (Centru Informare Turistica) - Culmea Lazuri - Plopu,Consiliul Judetean Caras-Severin,Muntii Tarcu,Caras-Severin
871,949,2020-11-12,Armenis - Plopu - Poiana Zloaba - Cabana Cuntu,Consiliul Judetean Caras-Severin,Muntii Tarcu,Caras-Severin
872,950,2021-01-21,Palinciile din Batarci - Varful Cetateaua,Consiliul Judetean Satu Mare,Muntii Oas,Satu Mare
873,951,2021-01-21,Tamaseni - Varful Cetateaua,Consiliul Judetean Satu Mare,Muntii Oas,Satu Mare
874,952,2021-01-21,Primaria Batarci - Magura Batarci - Ghiboacele,Consiliul Judetean Satu Mare,Muntii Oas,Satu Mare
875,953,2021-01-21,Centru SPA - Drumul Magurii,Consiliul Judetean Satu Mare,Muntii Oas,Satu Mare
876,954,2021-01-21,Borcut Luna Ses - Izvor Trestia,Consiliul Judetean Satu Mare,Muntii Gutai,Satu Mare
877,955,2021-01-21,Plecare Telescaun Luna Ses - Poiana Soci,Consiliul Judetean Satu Mare,Muntii Gutai,Satu Mare
878,956,2021-01-21,Piatra Talharului - Varful Pietroasa,Consiliul Judetean Satu Mare,Muntii Gutai,Satu Mare
879,957,2021-01-21,Negresti-Oas - Varful Pietroasa,Consiliul Judetean Satu Mare,Muntii Gutai,Satu Mare
880,958,2021-01-21,Negresti-Oas - Muntele Mic,Consiliul Judetean Satu Mare,Muntii Gutai,Satu Mare
881,959,2021-02-02,Sfantu Gheorghe - Valcele - Varful Gurgau - Sugas Bai - Sfantu Gheorghe,Consiliul Judetean Covasna,Muntii Baraolt,Covasna
882,960,2021-02-02,Izvorul Honved - Sugas Bai - Sfantu Gheorghe (piata Kalvin),Consiliul Judetean Covasna,Muntii Baraolt,Covasna
883,961,2021-02-02,Gara CFR Bixad - Piatra Soimilor,Consiliul Judetean Covasna,Muntii Harghitei,Covasna
884,962,2021-04-16,Cluj-Napoca - Tureni,Consiliul Judetean Cluj,Muntii Trascau,Cluj
885,963,2021-04-16,Tureni - Cheile Turzii - Moldovenesti,Consiliul Judetean Cluj,Muntii Trascau,Cluj
886,964,2021-04-16,Moldovenesti - Coltii Trascaului,Consiliul Judetean Cluj,Muntii Trascau,Cluj
887,965,2021-04-16,Cabana Buru - Coltii Corbului - Gura Jigaului,Consiliul Judetean Cluj,Muntii Trascau,Cluj
888,966,2021-04-16,Cheile Turzii - Paraul Arinei - Cornesti,Consiliul Judetean Cluj,Muntii Trascau,Cluj
889,967,2021-04-16,Turda - Drumul Domnilor - Cheile Turzii - Petrestii de Jos,Consiliul Judetean Cluj,Muntii Trascau,Cluj
890,968,2021-04-16,Circuitul Cheilor Turenilor,Consiliul Judetean Cluj,Muntii Trascau,Cluj
891,969,2021-04-16,Circuitul Cheilor Borzesti,Consiliul Judetean Cluj,Muntii Trascau,Cluj
892,970,2021-04-16,Circuitul Cheilor Turzii,Consiliul Judetean Cluj,Muntii Trascau,Cluj
893,971,2021-04-16,Tureni - Cheile Turenilor - Izvorul Romanilor - Vapa - Cheile Turzii,Consiliul Judetean Cluj,Muntii Trascau,Cluj
894,972,2021-04-16,Cheile Turzii - Ciuma Goala - Cascada Ciucas - Cornesti,Consiliul Judetean Cluj,Muntii Trascau,Cluj
895,973,2021-04-16,Cheile Turzii - Gura Jigaului - Cheile Borzesti - Cabana Buru,Consiliul Judetean Cluj,Muntii Trascau,Cluj
896,974,2021-04-16,Codlea (Zona Maial) - Poiana Marul Dulce - Cetatea Neagra,Consiliul Judetean Brasov,Muntii Persani,Brasov
897,975,2021-04-16,Codlea (Zona Maial) - Poiana Marul Dulce - Varful Magura Codlei,Consiliul Judetean Brasov,Muntii Persani,Brasov
898,976,2021-04-16,Codlea (Zona Maial) - Valea Trei Fantani - Piatra Alba - Varful Magura Codlei,Consiliul Judetean Brasov,Muntii Persani,Brasov
899,977,2021-04-16,Codlea (Zona Maial) - Strandul Codlea - Zona Cariera (traseu de legatura spre Varful Magura Codlei),Consiliul Judetean Brasov,Muntii Persani,Brasov
900,978,2021-04-16,Strandul Codlea/Lacul 1 - Varful Magura Codlei - Cetatea Neagra,Consiliul Judetean Brasov,Muntii Persani,Brasov
901,979,2021-04-16,Zona Cariera - Poiana lui Ruset - Varful Magura Codlei,Consiliul Judetean Brasov,Muntii Persani,Brasov
902,980,2021-04-16,Gara Dumbravita Barsei - Dealu Frumos - DN1 - Cariera Veche,Consiliul Judetean Brasov,Muntii Persani,Brasov
903,981,2021-07-09,Sugas Bai (statia de autobuz) - Creasta Muntii Baraolt,Consiliul Judetean Covasna,Muntii Baraolt,Covasna
904,982,2021-07-09,Sfantu Gheorghe (Stadion Municipal) - Poiana Birone - Izvorul Honved - Izvorul Pucioasa din Sfantu Gheorghe,Consiliul Judetean Covasna,Muntii Baraolt,Covasna
905,983,2021-07-09,Sfantu Gheorghe (Stadion Municipal) - Poiana Marinica - Izvorul Pucioasa din Sfantu Gheorghe,Consiliul Judetean Covasna,Muntii Baraolt,Covasna
906,984,2021-07-09,Arcus - Sugas Bai - Creasta Muntii Baraolt,Consiliul Judetean Covasna,Muntii Baraolt,Covasna
907,985,2021-10-06,Varful Peana - Casele Micesti,Consiliul Judetean Cluj,Fagetul Clujului si Feleac,Cluj
908,986,2021-10-06,Manastur - Ratul Popii - Ratul Penii - Varful Peana,Consiliul Judetean Cluj,Fagetul Clujului si Feleac,Cluj
909,987,2021-10-06,Izvorul Sfantul Ioan - Varful Peana,Consiliul Judetean Cluj,Fagetul Clujului si Feleac,Cluj
910,988,2021-10-06,Izvorul Sfantul Ioan - Belvedere - Ratul Penii,Consiliul Judetean Cluj,Fagetul Clujului si Feleac,Cluj
911,989,2021-10-06,Camping Faget - Fantana Bilascu - Varful Peana,Consiliul Judetean Cluj,Fagetul Clujului si Feleac,Cluj
912,990,2021-10-06,Manastur - Capul Dealului,Consiliul Judetean Cluj,Fagetul Clujului si Feleac,Cluj
913,991,2021-10-06,Versant stang Tarnita,Consiliul Judetean Cluj,Muntii Gilaului,Cluj
914,992,2021-10-06,Circuitul Piatra Corbilor,Consiliul Judetean Cluj,Muntii Gilaului,Cluj
915,993,2021-10-06,Circuitul Piatra lui Lucaci,Consiliul Judetean Cluj,Muntii Gilaului,Cluj
916,994,2021-10-07,Marisel (Rusesti) - Defileul Somesului Cald - Dalboaca - Marisel (Rusesti),Consiliul Judetean Cluj,Muntii Gilaului,Cluj
917,995,2021-10-07,Marisel (Biserica) - Belvedere - Trei Paraie - Marisel (Biserica),Consiliul Judetean Cluj,Muntii Gilaului,Cluj
918,996,2021-11-03,Valea Doabrei - Varful Poiana Sulita - Valea Calinesti,Consiliul Local Brezoi,Muntii Lotrului,Valcea
919,997,2021-11-03,Brezoi - Tabara Lotru,Consiliul Local Brezoi,Muntii Lotrului,Valcea
920,998,2021-11-03,Brezoi - Varful Turtudan - Brezoi,Consiliul Local Brezoi,Muntii Lotrului,Valcea
921,999,2021-11-03,Brezoi - Varful Zimbru,Consiliul Local Brezoi,Muntii Lotrului,Valcea
