Nr. crt.,Nr. Certificat,Data emiterii,Denumire traseu,Administrator,Amplasare,Judeţ
898,976,2021-04-16,Codlea (Zona Maial)  - Valea Trei Fântâni - Piatra Albă - Vf. Măgura Codlei,Consiliul Județean Brașov,Munții Perșani,Brașov
899,977,2021-04-16,Codlea (Zona Maial)  - Ștrandul Codlea - Zona Carieră (traseu de legătură spre Vf. Măgura Codlei),Consiliul Județean Brașov,Munții Perșani,Brașov
900,978,2021-04-16,Ștrandul Codlea/Lacul 1 - Vf. Măgura Codlei - Cetatea Neagră,Consiliul Județean Brașov,Munții Perșani,Brașov
901,979,2021-04-16,Zona Carieră - Poiana lui Rușeț - Vf. Măgura Codlei,Consiliul Județean Brașov,Munții Perșani,Brașov
902,980,2021-04-16,Gara Dumbrăvița Bârsei - Dealu Frumos - DN1 - Cariera Veche,Consiliul Județean Brașov,Munții Perșani,Brașov
903,981,2021-07-09,Șugaș Băi (stația de autobuz) - Creasta Munții Baraolt,Consiliul Județean Covasna,Munții Baraolt,Covasna
904,982,2021-07-09,Sfântu Gheorghe (Stadion Municipal) - Poiana Bironé - Izvorul Honvéd - Izvorul Pucioasa din Sfântu Gheorghe ,Consiliul Județean Covasna,Munții Baraolt,Covasna
905,983,2021-07-09,Sfântu Gheorghe (Stadion Municipal)  - Poiana Marinica - Izvorul Pucioasa din Sfântu Gheorghe,Consiliul Județean Covasna,Munții Baraolt,Covasna
906,984,2021-07-09,Arcuș - Șugaș Băi - Creasta Munții Baraolt,Consiliul Județean Covasna,Munții Baraolt,Covasna
907,985,2021-10-06,Vf. Peana - Casele Micești,Consiliul Județean Cluj,Făgetul Clujului - Feleac,Cluj
908,986,2021-10-06,Mănăștur - Râtul Popii - Râtul Penii - Vf. Peana,Consiliul Județean Cluj,Făgetul Clujului - Feleac,Cluj
909,987,2021-10-06,Izvor Sf. Ioan - Vf. Peana,Consiliul Județean Cluj,Făgetul Clujului - Feleac,Cluj
910,988,2021-10-06,Izvor Sf. Ioan - Belvedere - Râtul Penii,Consiliul Județean Cluj,Făgetul Clujului - Feleac,Cluj
911,989,2021-10-06,Camping Făget - Fântâna Bilașcu - Vf. Peana,Consiliul Județean Cluj,Făgetul Clujului - Feleac,Cluj
912,990,2021-10-06,Mănăștur - Capul Dealului,Consiliul Județean Cluj,Făgetul Clujului - Feleac,Cluj
913,991,2021-10-06,Versant stâng Tarnița,Consiliul Județean Cluj,Munții Gilăului,Cluj
914,992,2021-10-06,Circuitul Piatra Corbilor,Consiliul Județean Cluj,Munții Gilăului,Cluj
915,993,2021-10-06,Circuitul Piatra lui Lucaci,Consiliul Județean Cluj,Munții Gilăului,Cluj
916,994,2021-10-07,Mărișel (Rusești) - Defileul Someșului Cald - Dâlboaca - Mărișel (Rusești),Consiliul Județean Cluj,Munții Gilăului,Cluj
917,995,2021-10-07,Mărișel (Biserică) - Belvedere - Trei Pâraie - Mărișel (Biserică),Consiliul Județean Cluj,Munții Gilăului,Cluj
