Nr. crt.,Nr. Certificat,Data emiterii,Denumire traseu,Administrator,Amplasare,Judeţ
391,454,2009-07-16,Între Anieșe- valea Anieșului Mic- Șaua Între Izvoare,Consiliul Judeţean Bistrița-Năsăud ,M-ţii Rodnei,Bistrița - Năsăud
392,455,2009-07-16,Cab. Farmecul Pădurii-Vf. Nedeia-Vf. Rabla- Șaua Între Izvoare,Consiliul Judeţean Bistrița-Năsăud ,M-ţii Rodnei,Bistrița - Năsăud
393,456,2009-07-16,Staț. Sângeorz Băi- V. Cormaia-Cab. Farmecul Pădurii-Vf. Cormaia ,Consiliul Judeţean Bistrița-Năsăud ,M-ţii Rodnei,Bistrița - Năsăud
394,457,2009-07-16,Staț. Sângeorz Băi- Vf. Craia- Vf. Țapului -Tarnița Obârșia Rebrei,Consiliul Judeţean Bistrița-Năsăud ,M-ţii Rodnei,Bistrița - Năsăud
395,458,2009-07-16,Sat Parva- Valea Rebrei -Tarnița la Cruce,Consiliul Judeţean Bistrița-Năsăud ,M-ţii Rodnei,Bistrița - Năsăud
396,459,2009-07-16,Sat Parva- șaua Bașca- Peștera Tăușoare-Izvorul Negru ,Consiliul Judeţean Bistrița-Năsăud ,M-ţii Rodnei,Bistrița - Năsăud
397,460,2009-07-16,Sat Parva- Muntele Locurele ,Consiliul Judeţean Bistrița-Năsăud ,M-ţii Rodnei,Bistrița - Năsăud
398,461,2009-07-17,Valea Rebrei- Izvorul Ursului-Șaua Craia ,Consiliul Judeţean Bistrița-Năsăud ,M-ţii Rodnei,Bistrița - Năsăud
399,462,2009-07-17,Valea Rebrei- Izv. Gușătu-Șaua Zânelor,Consiliul Judeţean Bistrița-Năsăud ,M-ţii Rodnei,Bistrița - Năsăud
400,463,2009-07-17,Com. Rebrișoara- Valea Rebrei- Tarnița La Cruce ,Consiliul Judeţean Bistrița-Năsăud ,M-ţii Rodnei,Bistrița - Năsăud
401,464,2009-07-17,Com. Telciu- Valea Telcișorulului-  Vf. Tomnatec -Tarnița Bătrânei ,Consiliul Judeţean Bistrița-Năsăud ,M-ţii Rodnei,Bistrița - Năsăud
402,465,2009-07-17,Com. Romuli- Valea Strâmba-  Zăvoaiele Borcutului -Șaua Bătrânei ,Consiliul Judeţean Bistrița-Năsăud ,M-ţii Rodnei,Bistrița - Năsăud
403,466,2009-07-17,Dealul Ștefăniței- Valea Fundoaia-  La Jgheaburi,Consiliul Judeţean Bistrița-Năsăud ,M-ţii Rodnei,Bistrița - Năsăud
404,467,2009-07-17,Com. Romuli- Zăvoaiele Borcutului-Șaua Tomnatec,Consiliul Judeţean Bistrița-Năsăud ,M-ţii Rodnei,Bistrița - Năsăud
405,468,2009-07-17,Vf. Bistricioru-M. Viișoara-Poiana sub Măgură-sat Piatra Fântânele,Consiliul Judeţean Bistrița-Năsăud ,M-ţii Călimani,Bistrița - Năsăud
406,469,2009-07-17,Sat Mița- Valea Colbul -Vf. Bistriciorul,Consiliul Judeţean Bistrița-Năsăud ,M-ţii Călimani,Bistrița - Năsăud
407,470,2009-07-17,Sat Mița- Valea Bistriței  valea Colbul-  Poiana Dălbidanul- M. Viișoara,Consiliul Judeţean Bistrița-Năsăud ,M-ţii Călimani,Bistrița - Năsăud
408,471,2009-07-17,Satul Mița- Izvorul Lung  -Șaua Terha,Consiliul Judeţean Bistrița-Năsăud ,M-ţii Călimani,Bistrița - Năsăud
409,472,2009-07-17,Satul Mița- Valea Tirimiul de Jos-Tăul Zânelor,Consiliul Judeţean Bistrița-Năsăud ,M-ţii Călimani,Bistrița - Năsăud
410,473,2009-07-17,Baraj lac de acumulare Colibița-Tăul Zânelor,Consiliul Judeţean Bistrița-Năsăud ,M-ţii Călimani,Bistrița - Năsăud
411,474,2009-07-17,Valea Repedea-P-na Calului-P-na Cofuri-Valea Pănuleț-sat Mița,Consiliul Judeţean Bistrița-Năsăud ,M-ţii Călimani,Bistrița - Năsăud
412,475,2009-07-17,Sat Cușma- Dealul Negru-Poiana lungă- Vf. Zurzugău,Consiliul Judeţean Bistrița-Năsăud ,M-ţii Călimani,Bistrița - Năsăud
413,476,2009-07-17,Baraj lac acum. Colibița-Poiana Capul Dealului- Vf. Piatra lui Orban-sat Mița,Consiliul Judeţean Bistrița-Năsăud ,M-ţii Călimani,Bistrița - Năsăud
414,477,2009-07-17,Sat Piatra Fântânele - Pas Tihuța- Vf. Frâu- Vf. Siminic- pasul Grădinița,Consiliul Judeţean Bistrița-Năsăud ,M-ţii Bârgăului,Bistrița - Năsăud
415,478,2009-07-17,"""Sat Leșu  Ilvei - deal Murguleț- Vf. Heniul Mare -Heniul Mic-com. Prundu Bârgăului"" ",Consiliul Judeţean Bistrița-Năsăud ,M-ţii Bârgăului,Bistrița - Năsăud
416,479,2009-07-17,"""Com. Leșu  - valea Leșului-sat Piatra Fântânele"" ",Consiliul Judeţean Bistrița-Năsăud ,M-ţii Bârgăului,Bistrița - Năsăud
417,480,2009-07-17,S. Piatra Fântânele- P-na Zimbrului- P-na Ciungii- Val. lui Toader- izv. Lung- s. Mița,Consiliul Judeţean Bistrița-Năsăud ,M-ţii Bârgăului,Bistrița - Năsăud
418,481,2009-07-17,S. Piatra Fântânele- drum comunal Dornișoara - Izvorul  La Borcut,Consiliul Judeţean Bistrița-Năsăud ,M-ţii Bârgăului,Bistrița - Năsăud
419,482,2009-07-17,S. Piatra Fântânele- drum comunal Ciosa - Drumul Romanilor - drum E58,Consiliul Judeţean Bistrița-Năsăud ,M-ţii Bârgăului,Bistrița - Năsăud
420,483,2009-07-17,S. Piatra Fântânele- drum comunal Ciosa - Drumul Romanilor - drum E58,Consiliul Judeţean Bistrița-Năsăud ,M-ţii Bârgăului,Bistrița - Năsăud
421,484,2009-09-22,Sinaia-h. Alpin-Valea Dorului-Șaua Lătici-h. Peștera,Consiliul Judeţean Dâmbovița,M-ţii Bucegi,Dâmbovița
422,485,2009-09-22,Sinaia- P.Stânei- Cab.Piatra Arsă-h. Peștera-Cab. Vf. Omu-Cab. Mălăiești-Râșnov,Consiliul Judeţean Dâmbovița,M-ţii Bucegi,Dâmbovița
423,486,2009-09-22,Moroieni-Cab. Scropoasa-Cab. Bolboci-h. Peștera- Cab. Babele -Cab. Caraiman-Bușteni,Consiliul Judeţean Dâmbovița,M-ţii Bucegi,Dâmbovița
424,487,2009-09-22,Bușteni- Cab. Gura Diham-Cab. Poiana Izvoarelor-Vf. Guțanu-Șaua Strunga-Cab. Padina,Consiliul Judeţean Dâmbovița,M-ţii Bucegi,Dâmbovița
425,488,2009-09-22,Moieciu de Sus-Poiana Guțanu- Muntele Bătrâna-valea Doamnele-H. Peștera,Consiliul Judeţean Dâmbovița,M-ţii Bucegi,Dâmbovița
426,489,2009-09-22,Moieciu de Sus-Șaua Strunga- cabana Padina,Consiliul Judeţean Dâmbovița,M-ţii Bucegi,Dâmbovița
427,490,2009-09-22,Curmătura Vf. cu Dor-Valea Izvorul Dorului-Cab. Bolboci,Consiliul Judeţean Dâmbovița,M-ţii Bucegi,Dâmbovița
428,491,2009-09-22,Cab. Bolboci- Șaua Zănoaga-cantonul Brătei -masivul Leaota ,Consiliul Judeţean Dâmbovița,M-ţii Bucegi,Dâmbovița
429,492,2009-09-22,Șaua Zănoaga-Vf. Lucăcilă -Vf. Deleanu-Șaua Strungulița- Șaua Strunga,Consiliul Judeţean Dâmbovița,M-ţii Bucegi,Dâmbovița
430,493,2009-09-22,Cheile Tătarului- Valea Seacă a Tătarului- Șaua Strungulița- Șaua Strunga,Consiliul Judeţean Dâmbovița,M-ţii Bucegi,Dâmbovița
431,494,2009-09-22,Valea Ialomiței- Valea Doamnele -Culmea Doamnele-Vf. Doamnele,Consiliul Judeţean Dâmbovița,M-ţii Bucegi,Dâmbovița
432,495,2009-10-19,Baia Mare- Culmea Mărgău-Șaua  3 Stejari - Vf. Pleștioara ,Consiliul Judeţean Maramureș,M-ţii Gutâi,Maramureș
433,496,2009-10-19,Baia Mare- Piatra Virgină - Vf. Pleștioara,Consiliul Judeţean Maramureș,M-ţii Gutâi,Maramureș
434,497,2009-10-19,Baia Mare- Valea Usturoi - Vf. Pleștioara ,Consiliul Judeţean Maramureș,M-ţii Gutâi,Maramureș
435,498,2009-10-19,Baia Mare- Dealul Florilor - Vf. Pleștioara ,Consiliul Judeţean Maramureș,M-ţii Gutâi,Maramureș
436,499,2009-10-19,Baia Mare-Dealul Florilor-Piatra Șoimului ,Consiliul Judeţean Maramureș,M-ţii Gutâi,Maramureș
437,500,2009-10-19,Baia Mare-str. Minerilor-Valea Vicleanul Mare-lacul Bodi-Piatra Șoimului ,Consiliul Judeţean Maramureș,M-ţii Gutâi,Maramureș
438,501,2009-10-19,Baraj Firiza- Valea Romană -Șaua Dia- vf. Pleștioara ,Consiliul Judeţean Maramureș,M-ţii Gutâi,Maramureș
439,502,2009-10-19,Baraj - Tăul Ticerii -Șaua Dia- Brigada Silvică Usturoi ,Consiliul Judeţean Maramureș,M-ţii Gutâi,Maramureș
440,503,2009-10-19,Blidari -Vf. Crivei -Poiana Soci ,Consiliul Judeţean Maramureș,M-ţii Gutâi,Maramureș
441,504,2009-10-19,Baraj Firiza- Canalul de Apă -valea Vicleanul Mare ,Consiliul Judeţean Maramureș,M-ţii Gutâi,Maramureș
442,505,2009-10-19,Blidari - Piatra Bulzului ,Consiliul Judeţean Maramureș,M-ţii Gutâi,Maramureș
443,506,2009-10-19,Cariera Limpedea - Groapa Chiuzbăii- Platoul Ignișului -Cantonul Silvic Izvoare,Consiliul Judeţean Maramureș,M-ţii Gutâi,Maramureș
444,507,2009-10-19,Groape- Borcutul Chiuzbăii- Vârful Igniș,Consiliul Judeţean Maramureș,M-ţii Gutâi,Maramureș
445,508,2009-10-19,Baia Sprie - Vârful Borcutului-Șaua Poca- Chiuzbaia - Groape,Consiliul Judeţean Maramureș,M-ţii Gutâi,Maramureș
446,509,2009-10-19,Baia Sprie - Lacul Bodi -Mogoșa- Complex turistic Șuior-Poiana Boului,Consiliul Judeţean Maramureș,M-ţii Gutâi,Maramureș
447,510,2009-10-19,Baia Sprie - Lacul Albastru -Dealul Minei- Preluca- Șaua Iazuri,Consiliul Judeţean Maramureș,M-ţii Gutâi,Maramureș
448,511,2009-10-19,Baia Sprie - Fostul Canton I - Poiana Șuior Drumul Măriuții - Poiana Boului,Consiliul Judeţean Maramureș,M-ţii Gutâi,Maramureș
449,512,2010-04-22,Oraș  Covasna-Vf. Lacauți,Consiliul Judeţean Covasna,M-ţii Vrancei ,Covasna
450,513,2010-04-22,Oraș  Covasna- Cetatea Zânelor,Consiliul Judeţean Covasna,M-ţii Vrancei ,Covasna
451,514,2010-04-22,Com. Lemnia - Cetatea Almaș,Consiliul Judeţean Covasna,M-ţii Vrancei ,Covasna
452,515,2010-04-22,Olteni- Izvorul Sutei- Poiana Bodoc -Cetatea Kincsas,Consiliul Judeţean Covasna,M-ţii Vrancei ,Covasna
453,516,2010-04-22,Sat Malnaș  - Cetatea Herecz,Consiliul Judeţean Covasna,M-ţii Vrancei ,Covasna
454,517,2010-04-22,Olteni- Poiana Leanyka -Cetatea Leanyka,Consiliul Judeţean Covasna,M-ţii Vrancei ,Covasna
455,518,2010-06-30,Mara-Valea Hopsia- Masa de Piatră - Rez. Creasta Cocoșului ,Consiliul Judeţean Maramureș,M-ţii Gutâi ,Maramureș
456,519,2010-06-30,Breb- Tăul Morărenilor- Masa de Piatră -Rez. Creasta Cocoșului ,Consiliul Judeţean Maramureș,M-ţii Gutâi ,Maramureș
457,520,2010-06-30,Budești-La Borcut Măgura Budeștiului-Rez. Creasta Cocoșului ,Consiliul Judeţean Maramureș,M-ţii Gutâi ,Maramureș
458,521,2010-06-30,Sat Mara- Valea Crivini- Cheile Tătarului- Tăul Lui Dumitru ,Consiliul Judeţean Maramureș,M-ţii Gutâi mas.Igniș,Maramureș
459,522,2010-07-12,Hârseni- Copăcel-Muchia Scoarța-Curm. Tiganului- Vf. Berevoiului,Consiliul Judeţean Brașov,M-ţii Făgăraș,Brașov
460,523,2010-07-12,Muchia Scoarța -Piciorul Bătrân- valea Berevoiului- loc. Rece ,Consiliul Judeţean Brașov,M-ţii Făgăraș,Brașov
461,524,2010-07-12,Mărgineni - Văcarea Mică- Văcarea Mare- Vf. Comisei ,Consiliul Judeţean Brașov,M-ţii Făgăraș,Brașov
462,525,2010-07-12,Lisa- Seaca- Saua Trosnită- Muchia Sâmbetei - Cheile Bândei ,Consiliul Judeţean Brașov,M-ţii Făgăraș,Brașov
463,526,2010-08-12,Criștior - Vf. Curcubăta Mare ,Consiliul Judeţean Bihor,M-ţii Bihor,Bihor
464,527,2010-08-12,Poiana - cascada Sf. Treime-Băița ,Consiliul Judeţean Bihor,M-ţii Bihor,Bihor
465,528,2010-08-12,Sat Poiana - Poiana -”La răscruce” ,Consiliul Judeţean Bihor,M-ţii Bihor,Bihor
466,529,2010-08-12,Cărpinet -izbucul Călugări ,Consiliul Judeţean Bihor,M-ţii Bihor,Bihor
467,530,2010-09-09,Lacul Roșu  - platoul Suhardul Mic ,Consiliul Judeţean Harghita,M-ţii Giurgeului ,Harghita
468,531,2010-09-09,Lacul Roșu  - Balconul de Piatră-  Crescătoria de păstrăvi ,Consiliul Judeţean Harghita,M-ţii Giurgeului ,Harghita
469,532,2010-09-09,Lacul Roșu  - Peștera Licoș ,Consiliul Judeţean Harghita,M-ţii Giurgeului ,Harghita
470,533,2010-09-09,Lacul Roșu  -  Piatra Cherecului -Poiana Albă  ,Consiliul Judeţean Harghita,M-ţii Giurgeului ,Harghita
471,534,2010-09-09,Lacul Roșu  -  Piatra Ghilocoș  ,Consiliul Judeţean Harghita,M-ţii Giurgeului ,Harghita
472,535,2010-09-09,Poiana Ghilcoș -  Piatra Ghilcoș  ,Consiliul Judeţean Harghita,M-ţii Giurgeului ,Harghita
473,536,2010-09-09,Poiana Puturosu -  Vârful Retițiș  ,Consiliul Judeţean Harghita,M-ţii Călimani,Harghita
474,537,2010-09-09,Gura Voivodesei -  Lacul Iezer ,Consiliul Judeţean Harghita,M-ţii Călimani,Harghita
475,538,2010-09-09,Monument Secu  - Șaua Retițiș  ,Consiliul Judeţean Harghita,M-ţii Călimani,Harghita
476,539,2010-09-09,Băile Tușnad - Lacul Ciucaș -Stânca Șoimilor ,Consiliul Judeţean Harghita,M-ţii Ciomatul Mare,Harghita
477,540,2010-09-09,Băile Tușnad - Cabana Lacul Sf. Ana ,Consiliul Judeţean Harghita,M-ţii Ciomatul Mare,Harghita
478,541,2010-09-09,Băile Tușnad - Cabana  Sf. Ana Muchia Lacului - Bixad ,Consiliul Judeţean Harghita,M-ţii Ciomatul Mare,Harghita
479,542,2010-09-09,Pens. Hatar  - Cabana Lacul Sf. Ana ,Consiliul Judeţean Harghita,M-ţii Ciomatul Mare,Harghita
480,543,2010-12-02,Vf. Tătar - pasul Pângăraț-poiana Calului-poiana Albă - șaua Dențieș ,Consiliul Judeţean Harghita,M-ţii Giurgeului ,Harghita
481,544,2010-12-02,Gâtul Nyerges - Drumul Lapoș- Gâtul Licoș ,Consiliul Judeţean Harghita,M-ţii Giurgeului ,Harghita
482,545,2010-12-02,Lacul Roșu -Șaua Piatra Roșie-Drumul Vărarilor-Cheile Bicazului,Consiliul Judeţean Harghita,M-ţii Giurgeului ,Harghita
483,546,2010-12-02,Poiana Ghilcoș - Piatra Ghilcoș,Consiliul Judeţean Harghita,M-ţii Giurgeului ,Harghita
484,547,2010-12-02,Lacul Sf. Ana- Țețelea,Consiliul Judeţean Harghita,M-ţii Bodoc ,Harghita
485,548,2010-12-02,Băile Tușnad - turnul Apor -Băile Tușnad ,Consiliul Judeţean Harghita,M-ţii Harghitei,Harghita
486,549,2010-12-02,Băile Tușnad -Vf. Cetății ,Consiliul Judeţean Harghita,M-ţii Harghitei,Harghita
487,550,2010-12-02,Băile Tușnad -Vf. Ciomatul Mare- și retur ,Consiliul Judeţean Harghita,M-ţii Harghitei,Harghita
488,551,2010-12-02,Harghita Băi- Subpădure ,Consiliul Judeţean Harghita,M-ţii Harghitei,Harghita
489,552,2010-12-02,Harghita Băi- pasul Liban ,Consiliul Judeţean Harghita,M-ţii Harghitei,Harghita
490,553,2010-12-02,Satul Căpâlnița- Piatra Altarului- cab. Harghita - Mădăraș,Consiliul Judeţean Harghita,M-ţii Harghitei,Harghita
491,554,2010-12-02,Satul Zetea- dealul Fedeliu- poiana Muntele Mare -cab. Harghita - Mădăraș,Consiliul Judeţean Harghita,M-ţii Harghitei,Harghita
492,555,2010-12-02,Cab. Harghita  Băi- Colțul Teșit - poiana. Racu - P. Mare- cab. Harghita - Mădăraș,Consiliul Judeţean Harghita,M-ţii Harghitei,Harghita
493,556,2011-02-15,Băile Herculane- Platoul și izvorul Coronini- Cracu lui Arendașu- Poiana cu Peri,Consiliul Judeţean Caraș -Severin,M-ţii Cernei ,Caraș - Severin
494,557,2011-02-15,Băile Herculane- Platoul Coronini- Foișorul Verde- Izvorul Diana,Consiliul Judeţean Caraș -Severin,M-ţii Cernei ,Caraș - Severin
495,558,2011-02-15,Băile Herculane- Izvorul Munk- Izvorul Diana III,Consiliul Judeţean Caraș -Severin,M-ţii Cernei ,Caraș - Severin
496,559,2011-02-15,Băile Herculane- Izvorul Munk- Piscul Jubiliar -Vf. Ciorici-Vf. Dada,Consiliul Judeţean Caraș -Severin,M-ţii Cernei ,Caraș - Severin
497,560,2011-02-15,Băile Herculane- Vf. Ciorici- Peștera cu Aburi-Peștera lui Adam -peștera Despicătura,Consiliul Judeţean Caraș -Severin,M-ţii Cernei ,Caraș - Severin
498,561,2011-02-15,Băile Herculane- Șapte Izvoare Calde-  Piatra Băniței Poiana Culmea Mare,Consiliul Judeţean Caraș -Severin,M-ţii Cernei ,Caraș - Severin
499,562,2011-02-15,Băile Herculane- cascada Vânturătoarea- Poiana Cicilovete,Consiliul Judeţean Caraș -Severin,M-ţii Cernei ,Caraș - Severin
500,563,2011-02-15,Băile Herculane- Cheile Pecinișcăi- Creasta Cocoșului,Consiliul Judeţean Caraș -Severin,M-ţii Mehedinți,Caraș - Severin
501,564,2011-02-15,Băile Herculane- Cheile Pecinișcăi- Poiana Padeș,Consiliul Judeţean Caraș -Severin,M-ţii Mehedinți,Caraș - Severin
502,565,2011-02-15,Băile Herculane- Cheile Ferigari -Vf. Șoimului- Peștera Mare de la Soroniște,Consiliul Judeţean Caraș -Severin,M-ţii Mehedinți,Caraș - Severin
503,566,2011-02-15,Băile Herculane- Cheile Ferigari- Obârșia Văii Ferigari- Creasta Podeni ,Consiliul Judeţean Caraș -Severin,M-ţii Mehedinți,Caraș - Severin
504,567,2011-02-15,Băile Herculane-Crucea Albă -Izvorul Jelărău-Culmea munților Mehedinți ,Consiliul Judeţean Caraș -Severin,M-ţii Mehedinți,Caraș - Severin
505,568,2011-02-15,Băile Herculane-Crucea Albă -Vf. Domogledu Mic-Cheile Ferigari-Fosta Fabrică de Var ,Consiliul Judeţean Caraș -Severin,M-ţii Mehedinți,Caraș - Severin
506,569,2011-02-15,Băile Herculane-Crucea Albă -Vf. Izvorul Jelărău- Vf. Susaie ,Consiliul Judeţean Caraș -Severin,M-ţii Mehedinți,Caraș - Severin
507,570,2011-02-15,Cărarea Pisicii- Vf. Domogledu Mic-Vf. Domogledu Mare ,Consiliul Judeţean Caraș -Severin,M-ţii Mehedinți,Caraș - Severin
508,571,2011-02-15,Băile Herculane-Crucea Albă - Izvorul Jelărău-  La Șușoare-La Marginea,Consiliul Judeţean Caraș -Severin,M-ţii Mehedinți,Caraș - Severin
509,572,2011-02-15,Băile Herculane-Cheile Șaua Padina- La Marginea ,Consiliul Judeţean Caraș -Severin,M-ţii Mehedinți,Caraș - Severin
510,573,2011-02-15,Băile Herculane-Cascada Cociului,Consiliul Judeţean Caraș -Severin,M-ţii Mehedinți,Caraș - Severin
511,574,2011-02-15,Băile Herculane-Poiana Fântâna Moșului-Creasta Gorneti,Consiliul Judeţean Caraș -Severin,M-ţii Mehedinți,Caraș - Severin
512,575,2011-02-15,Băile Herculane-Poiana Fântâna Moșului-Poiana Balta Cerbului- Poiana Tăsuc ,Consiliul Judeţean Caraș -Severin,M-ţii Mehedinți,Caraș - Severin
513,576,2011-02-15,Băile Herculane-Izvorul Conteselor - Biserica Ortodoxă ,Consiliul Judeţean Caraș -Severin,Masivul Domogled,Caraș - Severin
514,577,2011-03-21,Vf. Rebra-Tarnița La Cruce- șaua Galațului- Vf. Gărgălău ,Primăria Borșa,Munții Rodnei ,Maramureș
515,578,2011-03-21,Spital Borșa-Valea Pietroasa- Stația meteo Iezer-  Vf. Pietrosu -Vf. Rebra -Tarnița La Cruce-  Vf. Cormaia ,Primăria Borșa,Munții Rodnei ,Maramureș
516,579,2011-03-21,Gura Negoescu- Valea Negoescu- Căldarea glaciară Puzdre-Șaua Galațiului,Primăria Borșa,Munții Rodnei ,Maramureș
517,580,2011-03-21,Complexul turistic Borșa- Gura Fântânii- Buza Dealului- Puzdre- Șaua Laptelui,Primăria Borșa,Munții Rodnei ,Maramureș
518,581,2011-03-21,Complexul turistic Borșa- Poiana Runcu Știolului- Șaua știol - Șaua Gărgălău ,Primăria Borșa,Munții Rodnei ,Maramureș
519,582,2011-03-21,Complexul turistic Borșa- Cascada Izv. Cailor- Șaua Știol -Pasul Prislop,Primăria Borșa,Munții Rodnei ,Maramureș
520,583,2011-03-21,Șesuri-V. Fântânele-cabana Fântâna Stanchii-dl. Bucății-V. Tâșlei Baia Borșa,Primăria Borșa,M-ții Maramureșului,Maramureș
521,584,2011-03-21,Pasul Prislop -cab. Fântâna Stanchii- Tarnița Bălăsinii -Măgura Cataramei- Șaua Gâliu,Primăria Borșa,M-ții Maramureșului,Maramureș
522,585,2011-03-21,Baia Borșa- V.V. Secu- mina Gura Băii-refugiul Lucăceasca-Mâcârlău (V. Vaserului) ,Primăria Borșa,M-ții Maramureșului,Maramureș
523,586,2011-08-04,Crucea lui Sf. Andrei ,Consiliul judetean Caras - Severin,Podișul Mehedinți ,Caraș - Severin
524,587,2011-08-04,Vodița- Dealul Duhovnei ,Consiliul judetean Caras - Severin,Podișul Mehedinți ,Caraș - Severin
525,588,2011-08-04,Taravăț ,Consiliul judetean Caras - Severin,Podișul Mehedinți ,Caraș - Severin
526,589,2011-08-04,Racovăț - Baldovin,Consiliul judetean Caras - Severin,Podișul Mehedinți ,Caraș - Severin
527,590,2011-08-04,Alion,Consiliul judetean Caras - Severin,Podișul Mehedinți ,Caraș - Severin
528,591,2011-08-04,Ciucaru Mic,Consiliul judetean Caras - Severin,Munții Almăjului,Caraș - Severin
529,592,2011-08-04,Dubova -Ciucaru Mic ,Consiliul judetean Caras - Severin,Munții Almăjului,Caraș - Severin
530,593,2011-08-04,Ciucaru Mare,Consiliul judetean Caras - Severin,Munții Almăjului,Caraș - Severin
531,594,2011-08-04,Ciucaru Mare  - Ponicova,Consiliul judetean Caras - Severin,Munții Almăjului,Caraș - Severin
532,595,2011-08-04,Cioanca Cremenească - Rudina,Consiliul judetean Caras - Severin,Munții Almăjului,Caraș - Severin
533,596,2011-08-04,Liubotina -Cioanca Cremenească,Consiliul judetean Caras - Severin,Munții Almăjului,Caraș - Severin
534,597,2011-08-04,Șvinița- Trikule,Consiliul judetean Caras - Severin,Munții Almăjului,Caraș - Severin
535,598,2011-08-04,Trescovăț,Consiliul judetean Caras - Severin,Munții Almăjului,Caraș - Severin
536,599,2011-08-04,Valea Morilor de Apă - Camenița,Consiliul judetean Caras - Severin,Munții Almăjului,Caraș - Severin
537,600,2011-08-04,Balta Hera -Ostrov Moldova Veche,Consiliul judetean Caras- Severin,Munții Almăjului,Caraș - Severin
538,601,2011-11-23,Podeni- Creasta Munților Mehedinți-La Ciucioare,Consiliul judetean Mehedinți,Munții Mehedinți,Mehedinți
539,602,2011-11-23, Gorneți- Creasta Munților Mehedinți- Poiana Balta Cerbului,Consiliul judetean Mehedinți,Munții Mehedinți,Mehedinți
540,603,2011-11-23, Izverna -Poiana Beletina,Consiliul judetean Mehedinți,Munții Mehedinți,Mehedinți
541,604,2011-11-23,Isverna -Șaua Crovul Mare,Consiliul judetean Mehedinți,Munții Mehedinți,Mehedinți
542,605,2011-11-23,Balta -Lunca Ponorălului-Crovul lui Răscrăcea-Peștera Mare de la Baltă-Pârâul Bălții-Balta ,Consiliul judetean Mehedinți,Munții Mehedinți,Mehedinți
543,606,2011-11-23,Podul lui Dumnezeu - Lacul Carstic Zăton ,Consiliul judetean Mehedinți,Munții Mehedinți,Mehedinți
544,607,2011-11-23,Versantul drept din Cheile Băluței,Consiliul judetean Mehedinți,Munții Mehedinți,Mehedinți
545,608,2011-11-23,La Varniță- Gaura lui Ciocârdie,Consiliul judetean Mehedinți,Munții Mehedinți,Mehedinți
546,609,2011-11-23,La Varniță- Cornetul Prosăcului-Peștera Epuran ,Consiliul judetean Mehedinți,Munții Mehedinți,Mehedinți
547,610,2011-11-23,Bala- Bala de Sus- Busești- Dâlma - Runcșoru- Rudina- Bala,Consiliul judetean Mehedinți,Munții Mehedinți,Mehedinți
548,611,2011-11-28,Ohaba de sub Piatră- Lacul Bucura -cab. Buta -Cheile Buții -Câmpu lui Neag ,Consiliul judetean Hunedoara,Munții Retezat,Hunedoara
549,612,2011-11-28, Pui- Hobița -vf. Păpușa -Vf. Bucura I - Vf. Retezat -Lacul Ștevia- Pârtia Râușor -baza Salvamont Râușor ,Consiliul judetean Hunedoara,Munții Retezat,Hunedoara
550,613,2011-11-28,Uricani -Curmătura Tulișa - Vf. Custura -Șaua Paltina -Vf. Galbena - Vf. Godeanu,Consiliul judetean Hunedoara,Munții Retezat,Hunedoara
551,614,2011-11-28,Cab. Pietrele -valea Galeș -Lacul Galeș - Șaua Vf. Mare -Vf. Mare,Consiliul judetean Hunedoara,Munții Retezat,Hunedoara
552,615,2011-11-28,Cab. Pietrele - Valea Rea - Tăurile din Valea Rea -Șaua Pelegii,Consiliul judetean Hunedoara,Munții Retezat,Hunedoara
553,616,2011-11-28,Cab. Pietrele -Valea Stânișoare- Lacul Stânișoara -Șaua Retezatului- Vf. Retezat,Consiliul judetean Hunedoara,Munții Retezat,Hunedoara
554,617,2011-11-28,Cabana Pietrele - Culmea Lolaia - Șaua Ciurila -  Vf. Lolaia - Șaua Lolaia - Vf. Retezat - Șaua Retezatului - Poarta Bucurei -Tăul Porții- Lacul Bucura,Consiliul judetean Hunedoara,Munții Retezat,Hunedoara
555,618,2011-11-28,Cabana Pietrele - Valea Stânișoarei - Șaua Ciurila - Pârtia Râușor - Baza Salvamont Râușor,Consiliul judetean Hunedoara,Munții Retezat,Hunedoara
556,619,2011-11-28, Lacul Galeș- șaua Zănoagele- Tăurile din Valea Rea Șaua Pelegii,Consiliul judetean Hunedoara,Munții Retezat,Hunedoara
557,620,2011-11-28,Valea Nucșoara -Cetatea Colț,Consiliul judetean Hunedoara,Munții Retezat,Hunedoara
558,621,2011-11-28,Râu de Mori- Suseni -Valea Râușor- Baza Salvamont Râușor -Pârtia Râușor- Valea Valeresca -Șaua Muncelul- Culmea Prelucele-Retezat-Vf. Retezat ,Consiliul judetean Hunedoara,Munții Retezat,Hunedoara
559,622,2011-11-28,Brazi - cab. Gura Zlata -Lacul Gura Apei -Cab. Rotunda -Poiana Pelegii -Valea Peleaga -Șaua Pelegii ,Consiliul judetean Hunedoara,Munții Retezat,Hunedoara
560,623,2012-04-03,Baza de Salvare Vlădeasa- st. Meteo-Vf. Vlădeasa-Pietrele Albe-Dl. Petrieni- Baza de Salvare Vlădeasa,Consiliul Local al Comunei Secuiu -jud. Cluj,Masivul Vlădeasa ,Cluj
