nr,certificate_number,registration_date,name,administrator,location,county,verified,source,commentary
643,705,2014-09-09,Stațiunea Durău - Poiana Viezuri - Cascada Duruitoarea,Consiliul Județean Neamț,Masivul Ceahlău,Neamț,True,705,correct name
644,706,2014-09-09,Stațiunea Durău - Piciorul lui Bucur - Cascada Duruitoarea,Consiliul Județean Neamț,Masivul Ceahlău,Neamț,True,706,
645,707,2014-09-09,Stațiunea Durău - Cabana Fântânele - Vârful Toaca - Cabana Dochia,Consiliul Județean Neamț,Masivul Ceahlău,Neamț,True,707,
646,708,2014-09-09,Stațiunea Durău - La Scaune - Pasul Blaj - Vârful Jidanului - Culmea Fighesului - Cheile CuPasului - Cheile Bicazului,Consiliul Județean Neamț,Masivul Ceahlău,Neamț,True,708,
647,709,2014-09-09,Cabana Izvorul Muntelui - Curmătura Lutul Roșu - Detunatele - Cabana Dochia,Consiliul Județean Neamț,Masivul Ceahlău,Neamț,True,709,
648,710,2014-09-09,Durău - Cabana Fântânele - Poiana Viezuri - Cascada Duruitoarea,Consiliul Județean Neamț,Masivul Ceahlău,Neamț,True,710,
649,711,2014-09-09,Izvorul Muntelui - Curmătura Lutul Roșu - Stânca Dochiei - Jgeabul cu Hotar - Cabana Dochia,Consiliul Județean Neamț,Masivul Ceahlău,Neamț,True,711,
650,712,2014-09-09,Bicazul Ardelean - Bistra Mare - La Scaune - Curmătura Stanilelor - Jgeabul lui Vodă - Cabana Dochia,Consiliul Județean Neamț,Masivul Ceahlău,Neamț,True,712,
651,713,2014-11-19,Dealul Moiseiului - Mănăstirea Moisei - Izvorul Negru - Preluca sub Piatră,Consiliul Județean Maramureș,Masivul Rodnei,Maramureș,True,713,
652,714,2014-11-19,Podul lui Călineț - Izvorul Căpitanului Orlovki - Refugiul Speranțelor - Vârful Ascuțit,Administrația Parcului Național Piatra Craiului RA,Masivul Piatra Craiului,Brașov,True,714,
653,715,2014-11-25,Borsec - Izvorul Străvechi - Peștera de Gheață - Grota Urșilor - Borsec,Consiliul Local al Orașului Borsec,Munții Giurgeului,Harghita,True,715,
654,716,2014-11-25,Borsec - Izvorul Străvechi - Izvorul Pierre Curie - Cetatea Bufnițelor - Valea Vinului - Borsecul de Jos - Borsec,Consiliul Local al Orașului Borsec,Munții Giurgeului,Harghita,True,716,
655,717,2014-11-25,Borsec - Făgețelul - Groapa Rotundă - Șapte Izvoare - Borsec,Consiliul Local al Orașului Borsec,Munții Giurgeului,Harghita,True,717,
656,718,2014-11-25,Borsec - Făgetul Mare - Făgețelul - Borsec,Consiliul Local al Orașului Borsec,Munții Giurgeului,Harghita,True,718,
657,719,2014-11-25,Borsec - Bulevardul 7 Izvoare - Strada Stadionului - Cascada Șapte Izvoare - Valea Nadășa - Borsec,Consiliul Local al Orașului Borsec,Munții Giurgeului,Harghita,True,719,
658,720,2014-11-25,Borsec - Valea Vinului - Valea lui Filip Andrei - Borsec,Consiliul Local al Orașului Borsec,Munții Giurgeului,Harghita,True,720,
659,721,2014-11-25,Borsec - Strada Malnaș - Pârâul Malnaș - Valea Vinului - Strada Ditrăului - Borsec,Consiliul Local al Orașului Borsec,Munții Giurgeului,Harghita,True,721,
660,722,2014-11-25,Borsec - Strada Malnaș - Pârâul Malnaș - Valea Vinului - Strada Ditrăului - Borsec,Consiliul Local al Orașului Borsec,Munții Giurgeului,Harghita,True,722,
661,723,2014-11-25,Borsec - Valea Hanzkel - Vârful Arcoza - Pasul Creangă - Borsec,Consiliul Local al Orașului Borsec,Munții Giurgeului,Harghita,True,723,
662,724,2014-11-25,Borsec - Muntele Dosul Bâtcii - Capu Corbului - Pârâul Cupelor - Uzina de apă 7 Izvoare - Borsec,Consiliul Local al Orașului Borsec,Munții Giurgeului,Harghita,True,724,
663,725,2014-11-25,Borsec - Valea Nadășa - Făgetul Mare - Culmea Mezovești - Vârful Țibra - Casa Țifrei - Valea Bistricioarei - Pârâul Cupelor - Uzina de apă 7 Izvoare - Borsec,Consiliul Local al Orașului Borsec,Munții Giurgeului,Harghita,True,725,
664,726,2014-11-25,Borsec - Strada Carpați - Valea Nadășa - Vârful Arcoza - Pasul Creangă - Borsecul de Jos - Borsec,Consiliul Local al Orașului Borsec,Munții Giurgeului,Harghita,True,726,
665,727,2014-11-25,Borsec - Valea Vinului (DN 15) - Vârful Bâtca - Valea Cupelor - Culmea Mezovești - Vârful Făget - Poiana Arcoza - Pasul Creangă - Borsec,Consiliul Local al Orașului Borsec,Munții Giurgeului,Harghita,True,727,
666,728,2014-11-25,Borsec - Borsecul de Jos - Pasul Creangă - Vârful Sărmaș - Pasul Chiozrez - Valea Tinova - Valea Vinului - Borsecul de Jos - Borsec,Consiliul Local al Orașului Borsec,Munții Giurgeului,Harghita,True,728,
667,729,2014-11-25,Primăria Borsec - Strada Cimiturului - Izvorul 10 - Borsec,Consiliul Local al Orașului Borsec,Munții Giurgeului,Harghita,True,729,
668,730,2014-12-04,Peștera cu Cristale din Mina Farcu - Stanu Cârnului - Cheile Lazuri - Peștera Roșie - Peștera cu Cristale din Mina Farcu,Consiliul Județean Bihor,Munții Pădurea Craiului,Bihor,True,730,
669,731,2014-12-04,Peștera cu Cristale din Mina Farcu - Izbucul Roșiei,Consiliul Județean Bihor,Munții Pădurea Craiului,Bihor,True,731,
670,732,2014-12-04,Borz - Sub Vârful Pacău - Borz,Consiliul Județean Bihor,Munții Codru Moma,Bihor,True,732,
671,733,2014-12-04,Valea Iadului - Valea de Runc - Cascada Runcului - Vârful Muncelașu - Cascada Laia - DJ 108J - Cantonul Murgașu - Cascada Vălu Miresii - Săritoarea Ieduțului - Cascada Iadolina - Valea Iadului,Consiliul Județean Bihor,Munții Pădurea Craiului - Vlădeasa,Bihor,True,733,
672,734,2015-03-01,DN 7C (Vama Cucului) - Muchia Laita - Vârful Mierea - Valea Doamnei,Consiliul Județean Sibiu,Masivul Făgăraș,Sibiu,True,734,
673,735,2015-03-01,Complex Turistic Albota - Valea Arpășelului - Muchia Netedu - Bifurcația de sub Vârful Buteanu,Consiliul Județean Sibiu,Masivul Făgăraș,Sibiu,True,735,
674,736,2015-03-01,Cabana Bărcaciu - Căldarea Văii Mari a Avrigului - Lacul Avrig,Consiliul Județean Sibiu,Masivul Făgăraș,Sibiu,True,736,
675,737,2015-08-18,DN 1 KM 135 - Culmea Sorica - Stație superioară Telegondolă,Consiliul Județean Prahova,Munții Baiului,Prahova,True,737,
676,738,2015-08-18,Circuitul Cheile Cuților (Ponița - Valea Cuților - Ponița),Consiliul Județean Bihor,Masivul Pădurea Craiului,Bihor,True,738,
677,739,2015-08-18,Vadu Crișului - Defileul Crișului Repede,Consiliul Județean Bihor,Masivul Pădurea Craiului,Bihor,True,739,
678,740,2015-08-18,Boga - Piatra Ciungilor - Cascada Bulbuci,Consiliul Județean Bihor,Masivul Bihor,Bihor,True,740,
679,741,2015-09-16,Vârful Pârcălabu - Vârful Stânișoara - Coasta Câinenilor - Vârful Capu Muntelui - Șaua Duca - Vârful Lui Vlad - Dealul lui Vlad - Râu Vadului - Câinenii Mici,Consiliul Județean Vâlcea,Munții Lotrului,Vâlcea,True,741,
680,742,2015-10-14,Spitalul de Recuperare Borșa - Releu - Custuri - Bobeica - Lacul Măgura - Mănastirea Vinișoru - Gura Vinișorului,Consiliul Local al Orașului Borșa,Munții Maramureșului,Maramureș,True,742,
681,743,2016-03-11,Șopotu Nou - Cheile Nerei - Podul Bei - Sasca Română,Consiliul Județean Caraș-Severin,Munții Aninei,Caraș-Severin,True,743,
682,744,2016-03-11,Sasca Română - Sasca Montană - Cascada Șușara - Cărbunari,Consiliul Județean Caraș-Severin,Munții Aninei,Caraș-Severin,True,744,
683,745,2016-03-11,Sasca Română - Sasca Montană - Cascada Șușara - Cărbunari,Consiliul Județean Caraș-Severin,Munții Aninei,Caraș-Severin,True,745,
684,746,2016-03-11,Sat Socolari - Custura Cetății - Valea Beiului - Lacul Ochiul Beiului - Cascadele Beușniței,Consiliul Județean Caraș-Severin,Munții Aninei,Caraș-Severin,True,746,
685,747,2016-03-11,Sasca Română - Dealul Caraula - Podul Bei,Consiliul Județean Caraș-Severin,Munții Aninei,Caraș-Severin,True,747,
686,748,2016-03-11,Potoc - Chichiregul Mare - Valea Beușnița - Cascada Văioagă,Consiliul Județean Caraș-Severin,Munții Aninei,Caraș-Severin,True,748,expand parenthesis
687,749,2016-03-11,Dealul Caraula - Dealul Chichireg - Custura Cetății - Cetatea Socolari,Consiliul Județean Caraș-Severin,Munții Aninei,Caraș-Severin,True,749,
688,750,2016-03-11,Sasca Română - Valea Camenița - Livezile Cărbunarilor - Poiana lui Vogiun - Cheile Nerei,Consiliul Județean Caraș-Severin,Munții Aninei,Caraș-Severin,True,750,expand parenthesis
689,751,2016-03-11,Cărbunari - Lacul Dracului,Consiliul Județean Caraș-Severin,Munții Aninei,Caraș-Severin,True,751,
690,752,2016-05-04,Ghioroc - Valea Cladovei,Consiliul Județean Arad,Munții Zărand,Arad,True,752,
691,753,2016-05-04,Covăsânț - Creasta Principală a Munților Zărand,Consiliul Județean Arad,Munții Zărand,Arad,True,753,
692,754,2016-05-04,Monumentul Turiștilor - Feredeu - Creasta Principală a Munților Zărand - Căsoaia,Consiliul Județean Arad,Munții Zărand,Arad,True,754,
693,755,2016-05-04,Șaua Cazan - Schitul Feredeu - Creasta Principală a Munților Zărand,Consiliul Județean Arad,Munții Zărand,Arad,True,755,
694,756,2016-05-04,Șiria - Cetatea Șiria - Șaua Cazan,Consiliul Județean Arad,Munții Zărand,Arad,True,756,
695,757,2016-05-04,Șiria - Valea Almașului - Creasta Principală a Munților Zărand - Căsoaia,Consiliul Județean Arad,Munții Zărand,Arad,True,757,
696,758,2016-05-04,DN 7/E68 - Cladova - Valea Cladovei - Creasta Principală a Munților Zărand,Consiliul Județean Arad,Munții Zărand,Arad,True,758,
697,759,2016-05-04,Valea Cladovei - Valea Cersca - Creasta Principală a Munților Zărand,Consiliul Județean Arad,Munții Zărand,Arad,True,759,
698,760,2016-05-04,DN 7/E68 - Cladova - Creasta Cladovei - Creasta Principală a Munților Zărand,Consiliul Județean Arad,Munții Zărand,Arad,True,760,
699,761,2016-05-04,DN 7/E68 - Cladova - Valea Cladoviței - Creasta Principală a Munților Zărand - Căsoaia,Consiliul Județean Arad,Munții Zărand,Arad,True,761,
700,762,2016-05-04,Șoimoș - Valea Șoimoșului -  Creasta Principală a Munților Zărand - Căsoaia,Consiliul Județean Arad,Munții Zărand,Arad,True,762,
701,763,2016-05-04,Șoimoș - Cetatea Șoimoș - Creasta Șoimoșului - Creasta Principală a Munților Zărand- Căsoaia,Consiliul Județean Arad,Munții Zărand,Arad,True,763,
702,764,2016-05-04,Căsoaia - Dealul Dubilor - Vârful Highiș - Creasta Principală a Munților Zărand,Consiliul Județean Arad,Munții Zărand,Arad,True,764,
703,765,2016-05-04,Căsoaia - Valea Highișului - Vârful Highiș,Consiliul Județean Arad,Munții Zărand,Arad,True,765,
704,766,2016-05-04,Vârful Capra - Creasta Principală a Munților Zărand - Vârful Highiș,Consiliul Județean Arad,Munții Zărand,Arad,True,766,
705,767,2016-05-04,Cantonul Negrea (DN) - Peștera Porțile Bihorului,Consiliul Județean Bihor,Munții Bihor,Bihor,True,767,
706,768,2016-05-04,Circuitul Cascada Boiului,Consiliul Județean Bihor,Munții Pădurea Craiului,Bihor,True,768,
707,769,2016-10-31,"Drumul Județean 131 - Peștera ""Bârlogul Hoților""",Consiliul Local al Comunei Apața,Munții Perșani,Brașov,True,769,
708,770,2017-04-01,Centrul De Informare Turistică Albac - Fața Albacului - Refugiul Turistic Sohodol - Roșești - Valea Starpa - Cheile Albacului - Deve - Centrul De Informare Turistică Albac,Consiliul Județean Alba,Munții Bihorului,Alba,True,770,
709,771,2017-12-08,Cascada Vălul Miresei - Peștera Șușman - Cascada Vălul Miresei,Consiliul Județean Alba,Munții Bihorului,Alba,True,771,
710,772,2017-12-08,Peștera Alunului - Valea Alunul Mic - Poiana Onceasa,Consiliul Județean Alba,Munții Bihorului,Alba,True,772,
711,773,2017-12-08,Poiana Lespezi - Vîrful Lespezi - Peștera Mică a Lespezilor - Valea Stanciului,Consiliul Județean Alba,Munții Bihorului,Alba,True,773,
712,774,2017-12-08,Baza Salvamont Doda Pilii - Molhașuri - Valea Someșului Cald - Baza Salvamont Doda Pilii,Consiliul Județean Alba,Munții Bihorului,Alba,True,774,
713,775,2017-12-08,Valea Seacă - Creasta Pietrele Albe - Poiana Stânișoara - Valea Seacă,Consiliul Județean Alba,Munții Bihorului,Alba,True,775,
714,776,2017-12-08,Peștera cu apă de pe Valea Firii - Peștera Humpleu - Peștera Șura Mare - Poiana Mărului - Poiana Vârtop - Ghețarul de la Vârtop - Cotul Firii,Consiliul Județean Alba,Munții Bihorului,Alba,True,776,
715,777,2017-12-08,Păuliș - Vârful Capra,Consiliul Județean Arad,Munții Zărand,Arad,True,777,
716,778,2017-12-08,Radna - Creasta Radnei - Vârful Crucea Țiganului,Consiliul Județean Arad,Munții Zărand,Arad,True,778,
717,779,2017-12-08,DN7/E68 - Petrș - Corbești - Roșia Nouă - Obârșia,Consiliul Județean Arad,Munții Zărand,Arad,True,779,
718,780,2017-12-08,Roșia Nouă - Vârful Tufari,Consiliul Județean Arad,Munții Zărand,Arad,True,780,
719,781,2017-12-08,Brazii - Vârful Pleșu,Consiliul Județean Arad,Munții Zărand,Arad,True,781,
720,782,2017-12-08,Gara Hălmagiu - Hălmăgel - Culmea Găinii - Muntele Găina,Consiliul Județean Arad,Munții Zărand,Arad,True,782,
721,783,2017-12-08,Hășmaș - Valea Hășmaș - Vârful Pleșu,Consiliul Județean Arad,Munții Zărand,Arad,True,783,
722,784,2017-12-08,Dezna - Ruinele Cetății Dezna,Consiliul Județean Arad,Munții Zărand,Arad,True,784,
723,785,2017-12-08,Moneasa - Valea Megheș - Platoul Tinoasa - Cabana Gaudeamus - Moneasa,Consiliul Județean Arad,Munții Zărand,Arad,True,785,
724,786,2017-12-08,Moneasa - Culmea Feredeu - Cabana Gaudeamus - Vârful Izoiu,Consiliul Județean Arad,Munții Zărand,Arad,True,786,
725,789,2017-12-08,Moneasa - Valea Lungă - Creasta Principală,Consiliul Județean Arad,Munții Zărand,Arad,True,789,
726,792,2017-12-08,Moneasa - Peștera Liliecilor,Consiliul Județean Arad,Munții Zărand,Arad,True,792,
727,793,2017-12-08,Valea Megheș - Peșterile Viezuroiu,Consiliul Județean Arad,Munții Zărand,Arad,True,793,
728,794,2018-06-12,Refugiul Montan Șuligu - Borcutul Șuligu,Consiliul Județean Maramureș,Munții Maramureșului,Maramureș,True,794,
729,795,2018-06-12,Complex Făina - Borcutul Mihoaia,Consiliul Județean Maramureș,Munții Maramureșului,Maramureș,True,795,
730,796,2018-06-12,Stația CFF Bardău - Pietrosu Bardăului - Cabana Coșnea,Consiliul Județean Maramureș,Munții Maramureșului,Maramureș,True,796,
731,797,2018-06-12,Cabana Coșnea - Valea Paulic - Stânișoara - Vârful Mihăilecu - Lacul Vinderel,Consiliul Județean Maramureș,Munții Maramureșului,Maramureș,True,797,
732,798,2018-06-12,Localitatea Valea Vișeului - Canton Silvic Repedea,Consiliul Județean Maramureș,Munții Maramureșului,Maramureș,True,798,
733,799,2018-06-12,Repedea - Pietriceaua - Lacul Vinderel,Consiliul Județean Maramureș,Munții Maramureșului,Maramureș,True,799,
734,800,2018-06-12,Repedea - Chicera - Lacul Vinderel,Consiliul Județean Maramureș,Munții Maramureșului,Maramureș,True,800,
735,801,2018-06-12,Repedea - Poiana cu narcise Tomnatec-Sehlean - Paltinu,Consiliul Județean Maramureș,Munții Maramureșului,Maramureș,True,801,correct name
736,802,2018-06-12,Bistra - Vârful Tocarnea,Consiliul Județean Maramureș,Munții Maramureșului,Maramureș,True,802,
737,803,2018-06-12,Paltinu - Plai - Poiana cu narcise Tomnatec-Sehlean - Valea Tomnatec - Paltinu,Consiliul Județean Maramureș,Munții Maramureșului,Maramureș,True,803,
738,804,2018-06-12,Pasul Prislop - Vârful Cearcănu - Borșa,Consiliul Județean Maramureș,Munții Maramureșului,Maramureș,True,804,
739,805,2018-06-12,Valea Vaserului - Stația Paltin - Punct Belvedere Valea Vaserului,Consiliul Județean Maramureș,Munții Maramureșului,Maramureș,True,805,
740,806,2018-06-15,Poiana Ciunta - Circuitul Versantului Stâng,Consiliul Județean Bihor,Masivul Pădurea Craiului,Bihor,True,806,
741,807,2018-06-15,"Sat de Vacanță Coada Lacului - Valea Iadului - Pod - Traseul "Stâna de Vale - Cabana Meziad"",Consiliul Județean Bihor,Masivul Pădurea Craiului,Bihor,True,807,
742,808,2018-06-15,Circuitul Săritorii Ieduțului,Consiliul Județean Bihor,Masivul Pădurea Craiului,Bihor,True,808,
743,809,2018-06-15,Valea Leuca - Cascada Dibarț - Cimitirul de Vagonete,Consiliul Județean Bihor,Munții Bihor,Bihor,True,809,
744,810,2018-06-15,Cabana Silvică Valea Lungă - Lacul Tăul Mare,Consiliul Județean Bihor,Munții Bihor,Bihor,True,810,
745,811,2018-06-15,Vârtop - Vârful Tătăroaia - Chișcău,Consiliul Județean Bihor,Munții Bihor,Bihor,True,811,
746,812,2018-06-15,Pădurea Neagră - Castelul Zichy din Poiana Florilor - Cetatea Piatra Șoimului,Consiliul Județean Bihor,Muntele Șes,Bihor,True,812,
747,813,2018-06-15,Circuitul Cetății Piatra Șoimului,Consiliul Județean Bihor,Muntele Șes,Bihor,True,813,
748,814,2017-12-12,Negreni - Vârful Păltiniș - Bucea - Negreni,Consiliul Local al Comunei Negreni,Masivul Vlădeasa,Cluj,True,814,specify feature type
749,815,2017-12-12,Negreni - Vârful Păltiniș,Consiliul Local al Comunei Negreni,Masivul Vlădeasa,Cluj,True,815,specify feature type
750,816,2017-12-12,Negreni - Vârful Merișorului - Vârful Măgura Mare - Bucea - Negreni,Consiliul Local al Comunei Negreni,Masivul Vlădeasa,Cluj,True,816,specify feature type
751,817,2017-12-12,Negreni - Vârful Comului,Consiliul Local al Comunei Negreni,Masivul Vlădeasa,Cluj,True,817,specify feature type
752,818,2018-04-12,Cheile Cibului - Cheile Glodului - Izvorul Tămăduirii - Ardeu,Consiliul Județean Alba,Munții Metaliferi,Alba,True,818,
753,819,2018-04-12,Stațiunea Muntele Băișorii - Crucea Clencii - Știolne - Rezervația Scărița Belioara - Cheile Runcului - Runc,Consiliul Județean Alba,Munții Gilăului,Alba,True,819,
753,819,2018-04-12,Stațiunea Muntele Băișorii - Crucea Clencii - Știolne - Rezervația Scărița Belioara - Cheile Runcului - Runc,Consiliul Județean Alba,Muntele Mare,Alba,True,819,
754,820,2018-04-12,Circuitul Rezervației Scărița Belioara,Consiliul Județean Alba,Munții Gilăului,Alba,True,820,
754,820,2018-04-12,Circuitul Rezervației Scărița Belioara,Consiliul Județean Alba,Muntele Mare,Alba,True,820,
755,821,2018-04-12,Schitul Poșaga - Belioara - La Măteoaie - Șaua La Răscruce,Consiliul Județean Alba,Munții Gilăului,Alba,True,821,
755,821,2018-04-12,Schitul Poșaga - Belioara - La Măteoaie - Șaua La Răscruce,Consiliul Județean Alba,Muntele Mare,Alba,True,821,
756,822,2018-04-12,Runc - Cheile Pociovaliștei - Poiana Cornu Pietrei - Vârful Scărița - Rezervația Scărița Belioara,Consiliul Județean Alba,Munții Gilăului,Alba,True,822,
756,822,2018-04-12,Runc - Cheile Pociovaliștei - Poiana Cornu Pietrei - Vârful Scărița - Rezervația Scărița Belioara,Consiliul Județean Alba,Muntele Mare,Alba,True,822,
757,823,2018-04-12,Sălciua de Jos - Poiana Șipote - Peștera Poarta Zmeilor - Platoul Bedeleu - Cheile Plaiului - Izvoarele,Consiliul Județean Alba,Munții Trascău,Alba,True,823,
758,824,2018-04-12,Rimetea - Vârful Ugerului - Lunca Arieșului,Consiliul Județean Alba,Munții Trascău,Alba,True,824,
759,825,2018-04-12,Rimetea - Vârful Piatra Secuiului - Colțești - Pârâul Muntelui - Vidolm,Consiliul Județean Alba,Munții Trascău,Alba,True,825,
760,826,2018-04-12,Cabana Rîmeț - Cheile Rîmețului (prin apă) - Cheia - Brădești - Valea poienii - Sub Piatră - Sălciua de Jos,Consiliul Județean Alba,Munții Trascău,Alba,True,826,
761,827,2018-04-12,Bucerdea Vinoasă - Lângă Piatra Craivii - Sub Vârful Sfredelașu - Pârâul Turcului - Întregalde - Modolești - Poiana cu Narcise de la Tecșești - Piatra Cetii - Băile Romane - Cetea,Consiliul Județean Alba,Munții Trascău,Alba,True,827,
762,828,2018-04-12,Zlatna - Lângă Vârful Dâmbău - Lângă Vârful Părăginoasa - Feneșasa - Poiana Măgurii - Valea Muntelui - Platoul Ciumerna - Iezerul Ighiel - Ighiel,Consiliul Județean Alba,Munții Trascău,Alba,True,828,
763,829,2018-04-12,Lângă Vârful Dâmbău - Vârful Părăginoasa - Pădurea Runcului - La Dârdinaș,Consiliul Județean Alba,Munții Trascău,Alba,True,829,
764,830,2018-04-12,Zlatna - Măgura Dudașului - Cheile Caprei,Consiliul Județean Alba,Munții Trascău,Alba,True,830,
765,831,2018-04-12,Feneșasa - Lângă Vârful Dâmbău,Consiliul Județean Alba,Munții Trascău,Alba,True,831,
766,832,2018-04-12,Belvedere Cheile Caprei,Consiliul Județean Alba,Munții Trascău,Alba,True,832,
767,833,2018-04-12,Deviație Colțu' lui Blaj,Consiliul Județean Alba,Munții Trascău,Alba,True,833,
768,834,2018-04-12,Deviație Refugiul Săruni,Consiliul Județean Alba,Munții Trascău,Alba,True,834,
769,835,2018-04-12,Conop - Valea Conopului - Creasta Principală a Munților Zărand - Sălașele Nadășului,Consiliul Județean Arad,Munții Zărand,Arad,True,835,
770,836,2018-04-12,Conop - Creasta Conopului - Creasta Principală a Munților Zărand - Debela Gora,Consiliul Județean Arad,Munții Zărand,Arad,True,836,
771,837,2018-04-12,Baraj Tauț - Văsoaia,Consiliul Județean Arad,Munții Zărand,Arad,True,837,
772,838,2018-04-12,Baraj Tauț - Minișel - Văsoaia,Consiliul Județean Arad,Munții Zărand,Arad,True,838,
773,839,2018-04-12,Baraj Tauț - Nadăș - Sălașele Nadășului - Debela Gora,Consiliul Județean Arad,Munții Zărand,Arad,True,839,
774,840,2018-04-12,Halta Nadăș - Valea Nadășului - Debela Gora,Consiliul Județean Arad,Munții Zărand,Arad,True,840,
775,841,2018-04-12,Bârzava - Creasta Principală a Munților Zărand - Sub Vârful Cioaca Popii,Consiliul Județean Arad,Munții Zărand,Arad,True,841,
776,842,2018-04-12,Bârzava - Creasta Principală a Munților Zărand - Sub Vârful Concești,Consiliul Județean Arad,Munții Zărand,Arad,True,842,
777,843,2018-04-12,Bârzava - Creasta Principală a Munților Zărand - Văsoaia,Consiliul Județean Arad,Munții Zărand,Arad,True,843,
778,844,2018-04-12,Circuitul Sălașelor Țărănești,Consiliul Județean Arad,Munții Zărand,Arad,True,844,
779,845,2018-04-12,Km 0 Creasta Principală a Munților Zărand - Vârful Ianăș - Vârful Cucuietu - Vârful Omeag - Vârful Tufari,Consiliul Județean Arad,Munții Zărand,Arad,True,845,
780,846,2018-04-12,Moneasa - Ruinele Cuptorului de Topit Fier - Cariera de Marmură,Consiliul Județean Arad,Munții Codru Moma,Arad,True,846,
781,847,2018-05-14,Bulz - Munteni - Remeți - Dealul Caprei - Floroiu - Vârful Pin - Vârful Scoroșet - Dealul Mare - Cătunul Fănești - Valea Sărăcel - Bulz,Consiliul Județean Bihor,Munții Pădurea Craiului,Bihor,True,847,
782,848,2018-12-05,Lacul Gura Apei - Culmea Zlata - Vârful Zlata - Platoul Rades - Zlata - Lacul Zănoaga - Tău Răsucit - Culmea Slăveiu - Lacul Bucura,Consiliul Județean Hunedoara,Munții Retezat,Hunedoara,True,848,
783,849,2018-12-05,Lacul Gura Apei - Culmea Branu - Refugiul Branu - Vârful Gugu - Vârful Moraru - Șaua Mâțului - Plaiul Bulgului - Pârâul Iovanu - Lacul lui Iovan,Consiliul Județean Hunedoara,Munții Retezat-Godeanu,Hunedoara,True,849,
784,850,2018-12-05,Centrul de informare turistică Hunedoara - Castelul Corvinilor - Tăul Teliucului - Lacul Cinciș - Toplița - Hașdău - Bolta Apei - Cheile Cernei - Lunca Cernii - Gura Bordului - Rusca Montană - Voislova - Oțelu Roșu,Consiliul Județean Hunedoara,Munții Poiana Ruscă,Hunedoara,True,850,
785,851,2018-12-05,Centrul de informare turistică Hunedoara - Castelul Corvinilor - Tăul Teliucului - Barajul Cinciș - Pensiunea Panorama Ghelari - Casa Muzeu Drăgan Muntean - Poienița Voinii - Bunila - Vadu Dobrii - Poiana Crivina - Vârful Rusca,Consiliul Județean Hunedoara,Munții Poiana Ruscă,Hunedoara,True,851,
786,852,2018-12-05,Centrul de informare turistică Hunedoara - Castelul Corvinilor - Tăul Teliucului - Barajul Cinciș - Centrala Hidroelectrică Cătănaș - Furnalul Govăjdia - Crăciuneasa - Cerișor - Lelese - Runcu Mare - Vadu Dobrii - Roscani - Dobra,Consiliul Județean Hunedoara,Munții Poiana Ruscă,Hunedoara,True,852,
787,853,2018-12-05,Situl la Scoabă - Dealul Gomodiu - Dealul Ciurila - Dealul Săreanu - Valea Sibișelului - Gaterul de apă - Casa Pietrelor - Ohaba - Sibișel - Vâltoare - Moară de apă - Muzeul Sătesc Ohaba - Sibișel - Sibișel - Situl la Scoabă - Sânpetru,Consiliul Județean Hunedoara,Țara Hațegului,Hunedoara,True,853,
788,854,2018-12-05,Hațeg - Dealul Hațegului - Padurea Hațegului - Cetatea Regală a Hațegului - Pădurea Hațegului - Hațeg,Consiliul Județean Hunedoara,Dealul Hațegului,Hunedoara,True,854,
789,855,2018-12-05,Sălașu de Sus - Bărăștii Hațegului - Săcel - Sânpetru - Sibișel - Ohaba Sibișel - Nucșoara - Mălăiești - Sălașu de Sus,Consiliul Județean Hunedoara,Țara Hațegului,Hunedoara,True,855,
790,856,2018-12-05,Sarmizegetusa - Breazova - Peșteaua - Densuș - Hățăgel - Totești - Păclișa - Sânpetru - Unciuc - Cârnești - Ostrov - Ostrovu Mic - Clopotiva - Sarmizegetusa,Consiliul Județean Hunedoara,Retezat,Hunedoara,True,856,
791,857,2018-12-05,Sarmizegetusa - Pe lângă satul Păucinești - Cepașului - Valea Hobiței - Hobița - Grădiște - Sarmizegetusa,Consiliul Județean Hunedoara,Țara Hațegului,Hunedoara,True,857,
792,858,2018-12-05,Hațeg - General Berthelot (Unirea) Fărcădiu - Tuștea - Densuș - Hățăgel - Totești - Păclișa - Reea - Nălaț Vad - Hațeg,Consiliul Județean Hunedoara,Țara Hațegului,Hunedoara,True,858,
793,859,2018-12-05,Sălașu de Sus - Mălăiești - Cetatea Mălăiești - Piatra Mâței - Coroiești - Paroș - Zăvoi - Sălașu de Sus,Consiliul Județean Hunedoara,Țara Hațegului,Hunedoara,True,859,
794,860,2018-12-05,Sarmizegetusa - Poieni - Valea Criva - Densuș - Peșteaua - Breazova - Sarmizegetusa,Consiliul Județean Hunedoara,Țara Hațegului,Hunedoara,True,860,
795,861,2018-12-05,Râușor - Suseni - Râu de Mori - Brazi - Clopotiva - Sarmizegetusa,Consiliul Județean Hunedoara,Retezat,Hunedoara,True,861,
796,862,2018-12-05,Sălașu de Sus - Paroș - Coroiești - Râu Alb - Zăvoi - Sălașu de Jos - Sălașu de Sus,Consiliul Județean Hunedoara,Țara Hațegului,Hunedoara,True,862,
797,863,2018-12-05,Centrul de vizitare al Parcului Național Retezat - Nucșoara - Viaduct Nucșoara - Ohaba Sibișel - Sibișel - Valea Dâljii lângă barajul Ostrov - Unciuc - Sânpetru - Sibișel - Ohaba - Sibișel - Nucșoara - Centrul de vizitare al Parcului Național Retezat,Consiliul Județean Hunedoara,Țara Hațegului,Hunedoara,True,863,
